song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP4798,Project real care on.,Jennifer Gordon,Exactly approach.,Pop,1998-10-28,205.0,83,36216222,,Yes,Def Jam,Thomas Stokes,Christopher Gregory,Cheyenne Lindsey
SP17289,Almost learn offer.,Laura Pierce,Recently just.,Pop,2014-06-25,265.0,1,75275753,Korean,Yes,Def Jam,Barbara Warren,Christopher Shah,Eric White
SP39713,Family politics.,Dominique Miller,Age.,R&B,2022-09-21,335.0,43,69624985,English,Yes,Sony Music,Angelica Wong,Jessica Roberts,
SP32908,Call inside present.,Rodney Ramos,Environment.,Hip-Hop,2010-10-13,179.0,86,30169663,English,No,Atlantic Records,Carlos Bryan,Alexandria Cooper,John Willis
SP6020,Candidate training she.,Renee Mcintosh,Over.,Hip-Hop,2006-03-08,282.0,60,11076673,English,Yes,Indie,Craig Greene,Mr. Javier Smith,
SP20083,Soldier attorney.,Kristen Zuniga,Debate suggest.,Pop,1995-12-30,214.0,74,67977007,,Yes,Sony Music,Brittney Jimenez,Phillip Pierce,
SP47254,Dinner.,Colin Velez,Development.,Pop,1998-10-10,224.0,7,88422452,English,Yes,Indie,Mr. Samuel Garcia MD,Christina Marquez,
SP31995,Name way.,Sandra Gordon,Story make.,Electronic,2001-03-13,184.0,65,95474863,English,Yes,Warner Music,David Murphy,Beth Brown,Taylor Fischer
SP6880,First nation.,Karen Baker,Pay.,Electronic,2014-06-27,223.0,62,52379662,Korean,Yes,Warner Music,Samuel Callahan,Cynthia Hall,
SP44729,Cover hot bring.,Paul Matthews,White there.,Hip-Hop,2013-12-09,193.0,66,84193651,,No,Warner Music,Logan Ramirez,Christina Jones,
SP1773,Because old gun.,Curtis Bailey,Thus.,Hip-Hop,2014-11-29,,87,4260345,English,Yes,Indie,Isaac Porter,Amy Byrd,Bruce Jones
SP8677,Rest specific usually.,Nicole Medina,Staff night.,Pop,1998-07-31,219.0,12,19141262,,No,Universal Music,Carla Roberts,Richard Thompson,Christopher Jenkins
SP39924,Leader senior.,Meghan Rivera,Financial.,Electronic,2022-04-07,255.0,9,39361525,French,Yes,Universal Music,Howard Cardenas,Ashley Le,
SP33855,Society sign sport.,Sarah Blake,Miss ground.,Electronic,2015-09-09,,41,69180382,French,Yes,Warner Music,William Malone,Andrew Olson,
SP6008,Entire child raise.,Tony Oneal,Leader.,Electronic,2003-07-30,263.0,6,92559553,English,Yes,Universal Music,Tyler Green,Kelly Chavez DDS,Deborah Gonzales
SP20222,High huge court.,Jill Robinson,Continue.,Pop,2006-07-22,343.0,23,12091992,Spanish,No,Warner Music,Jared King,Cristian Walsh,
SP16245,Lose benefit involve.,Rebecca White,Animal.,Pop,2016-11-30,254.0,72,37568009,English,No,Def Jam,Willie Casey,Michelle Hood,
SP19323,Father professional.,Jenny Mullen,Us.,Electronic,1997-07-29,222.0,84,41325719,German,Yes,Universal Music,Deborah Whitaker,Jasmine Peterson,
SP46017,Night main.,Bryan Martin,Leader effort.,Electronic,2010-02-19,284.0,53,88163546,English,No,Sony Music,Sandra Jackson,Lauren Chaney,
SP47699,Establish describe star.,Zachary Miller,Cell.,Pop,2013-06-07,164.0,10,19106956,English,Yes,Def Jam,Rodney Nelson,Angela Silva,
SP22098,Bag send himself type.,Barbara Wood,Security Democrat.,Electronic,1996-06-20,285.0,24,92624520,English,Yes,Indie,Melissa Stevenson,Stephanie Boone,Nancy Alvarado MD
SP19503,Already understand hear.,Joann Moore,Score.,Electronic,2001-04-21,217.0,50,74494379,French,Yes,Universal Music,Benjamin Gray,Mary Hall,
SP34591,After region.,Matthew Bryant,Skin owner.,Pop,2002-04-26,286.0,57,48126483,English,Yes,Warner Music,Teresa Sampson,Daniel West,
SP45514,Happen leg any.,Nicole Bautista,Generation.,Electronic,2022-10-31,139.0,19,92442298,English,No,Atlantic Records,Suzanne Rodriguez,Emily Ramirez,Kristopher Thomas
SP39874,Law game check.,Lisa Montes,Air theory.,Hip-Hop,2006-08-28,369.0,96,1704899,English,Yes,Indie,Julia Garcia,Judith Anderson,Juan Steele
SP34378,Performance begin.,Deborah Smith,Through.,R&B,2005-12-22,309.0,21,48080310,Spanish,Yes,Indie,Brandi Hernandez,Rhonda Johnson,
SP31674,Feeling fire why.,Rodney Olson,Tree certainly.,Country,1999-02-02,239.0,87,26977436,English,Yes,Sony Music,Kimberly Bradford,Jon Morgan,
SP14584,Practice service.,Dr. Cory Baker,Feeling.,Classical,2017-02-19,,6,23673205,English,No,Indie,Vicki Sims,Daniel Patton,
SP1116,Suffer their.,Stephen Wong,Congress yourself.,Pop,2010-02-02,150.0,3,97407047,Korean,No,Atlantic Records,Brandon English,Mackenzie Walters,
SP47387,Four able.,Leslie Palmer,Such list.,Hip-Hop,2009-08-27,158.0,30,87264372,Japanese,Yes,Warner Music,Mark King,Roy Fitzgerald,Christopher Gomez
SP49392,Enter certain.,Jonathan Williams,Pm protect.,Electronic,2013-05-31,286.0,87,57419829,English,No,Sony Music,Benjamin Williams,Thomas Cabrera,Casey Thompson
SP21052,Democrat huge.,Sheri Roberts,Positive.,Hip-Hop,2001-07-22,237.0,88,72857809,German,No,Indie,Mark Sherman,Shawn Avila,Elizabeth Gibbs
SP39888,Local model.,Victor Young,Garden type.,Hip-Hop,2015-04-06,265.0,20,89680360,Korean,No,Indie,Tammy Bowers,Reginald Martin,
SP9873,Thing shake.,Preston Watkins,Score.,R&B,2008-07-10,268.0,85,22578886,French,Yes,Def Jam,Julie Hahn,Teresa Howard,
SP26473,Knowledge practice.,David Parker,Enjoy performance.,Electronic,2020-12-13,247.0,33,82209577,English,Yes,Def Jam,Mary Cobb,Melanie Sawyer,
SP12376,Benefit may suggest quickly.,Erin Knox,Health.,Hip-Hop,1998-04-05,206.0,80,96666636,Japanese,Yes,Sony Music,Sarah Ford,Kiara Marquez,
SP4058,Foreign.,Meghan Gonzalez MD,Use build.,Pop,2015-10-17,,67,12832386,English,Yes,Sony Music,Zachary Hernandez,April Stephenson,
SP19057,Enough increase western.,Dana Knight,Rise.,Electronic,2002-10-17,315.0,44,85189852,English,No,Indie,Eddie Nichols,Michelle Rodgers,
SP4463,When degree require.,Mary Martinez,Treat specific.,Electronic,2008-01-17,264.0,57,92344497,English,Yes,Universal Music,Elizabeth Williams,Clayton Freeman,
SP17688,Term improve.,Ian Lane,Hold.,R&B,1995-01-11,192.0,25,83340158,English,No,Sony Music,Crystal Young,Rebecca Larson,Kathryn Zhang
SP3149,Level wonder box.,Andrea Smith,Job specific.,Electronic,2008-12-20,151.0,5,48642484,English,Yes,Sony Music,Anne Franklin,Daniel Espinoza,
SP22827,Might brother wait.,Tony Murphy,Century money.,Pop,2004-01-01,206.0,85,740362,English,No,Def Jam,Jonathan Dudley,Robert Campos,
SP9070,Series recent.,Sandra Lee,Son.,Electronic,2013-12-25,271.0,63,43858119,Japanese,No,Def Jam,Robin Cain,Peter Sutton,
SP35637,Seven program.,Dustin Goodwin,System.,Electronic,2024-06-04,280.0,54,96204166,Spanish,No,Universal Music,Maria Powers,Cody Martinez,
SP23665,Current.,Michael Armstrong,Himself politics.,Classical,2020-01-29,246.0,54,19134702,Spanish,No,Universal Music,Adam Jones,Beth Gamble,
SP20617,Start second physical.,Samuel Duncan,Leave street.,Pop,1998-04-13,,42,24394966,English,No,Def Jam,Margaret Mitchell,Evan Williams,
SP20535,Ok whole shoulder.,Angela Sullivan,To.,Hip-Hop,1995-12-29,139.0,10,7890411,English,No,Warner Music,Xavier Jones,Nicholas Mcbride,
SP44266,Concern standard.,Steven Smith,Heavy reality.,Pop,2001-07-27,297.0,50,13837965,English,No,Indie,Jennifer Martin,Daniel Cooper,
SP28845,Us than enjoy.,Sandra Ochoa,Claim least.,Pop,1995-10-05,210.0,22,61420604,Spanish,Yes,Def Jam,Samantha Lopez,Jeremy Nelson,
SP15706,Election nearly.,Jennifer Rodriguez,Make.,Electronic,2000-08-23,299.0,88,27310417,English,No,Universal Music,Rachael Sanchez,Denise Bell,
SP31731,Type east score wind.,Noah Garcia,Skin.,Hip-Hop,2016-08-24,232.0,34,90320255,English,No,Sony Music,Krystal Hernandez,Danielle Jacobs,Christopher Buck
SP48935,Debate role.,Jacob Long,Theory quality.,Pop,1997-09-20,252.0,4,84907294,English,Yes,Def Jam,Brooke Bradley,Michael Stevens,Michael Davila
SP42459,End message score.,Christopher Maxwell,Drug.,Folk,2018-01-04,216.0,52,44552875,Italian,No,Sony Music,Collin Robles,Benjamin Ortega,
SP24566,Natural attack notice.,Tabitha Beck,Sit factor.,Electronic,1998-06-19,380.0,23,77628197,Spanish,Yes,Sony Music,Elizabeth James,Donna Hammond,
SP5556,Ability choice.,Glenda Melendez,Stop.,Electronic,1996-08-25,238.0,75,34626197,English,No,Def Jam,Michael Perez,Cheryl Singleton,Tammie Parks
SP17303,Cover wrong.,Courtney Frey,Base number.,Electronic,2022-11-26,269.0,59,57694214,English,No,Indie,Joshua Howard,Casey Williams,
SP24436,Final available answer.,Joel Evans,Possible local.,Pop,2021-06-27,261.0,29,64501941,English,Yes,Universal Music,Miguel Alexander,Mark Johnson,
SP45069,Will no bank.,Angela Smith,Affect answer.,Hip-Hop,1996-11-11,350.0,74,96814125,English,No,Warner Music,Jennifer Clayton,Jeanette Butler,
SP45826,Simply system.,Lisa Hernandez,Positive.,Country,2020-11-05,,90,62014176,English,No,Def Jam,Kenneth Lewis,Devin Adams,
SP25662,Admit item.,Thomas Doyle,Be.,Classical,2010-12-11,128.0,40,68335983,Spanish,No,Sony Music,Stacy Thompson,Theresa Acosta,
SP1012,Walk attack front.,Traci Hines,Him.,Electronic,2015-12-13,143.0,64,47959390,French,Yes,Atlantic Records,Jennifer Frazier,Wendy Lam,
SP33211,Successful well few.,Victor Blake,Tv thus.,Pop,2003-02-24,245.0,96,5593054,Spanish,Yes,Universal Music,John Johnson MD,Joyce Morris,Philip Arnold
SP36554,Base employee.,Dr. Colleen Miller DDS,Model.,R&B,2003-06-12,246.0,13,57290800,English,Yes,Def Jam,Paul Turner,Randy Hernandez,Emma Larsen
SP28827,Project yourself.,Mrs. Jocelyn Turner,Protect.,Country,2018-01-14,260.0,70,23977627,,No,Sony Music,Sarah Perkins,Sarah Calderon,
SP29458,Whom yet bad measure.,John Elliott,Feel doctor.,Pop,2008-12-27,265.0,74,51209183,English,Yes,Sony Music,Lisa Hamilton,Michael Coleman,
SP5430,Minute also.,Matthew Andrews,Treatment.,Pop,2011-06-21,232.0,79,67236185,English,No,Universal Music,Emily Green,Jacob Goodman,
SP5495,Upon rule city.,Ryan Maxwell,Indicate.,Hip-Hop,1995-06-10,339.0,51,44767724,English,No,Universal Music,Jason Thomas,Randy Bush DDS,
SP38053,Rather drop.,Marc Walker,Themselves.,Pop,2018-09-29,203.0,88,38094657,English,Yes,Warner Music,Jackie Patel,Joseph Thomas,
SP44423,Capital wind.,Cheryl Russell,Yet.,Country,1997-03-20,203.0,90,60422303,English,No,Atlantic Records,Thomas Chandler,Cynthia Sherman,Tyler Kim
SP13140,Remember others.,Ashley Riggs,Six.,Pop,2000-10-24,,26,31114756,,No,Warner Music,Gabrielle Burns,Tracy Palmer,Heather Robertson
SP24773,Best above artist.,Hannah Morrison,Very water.,Pop,2016-09-24,269.0,3,56106443,Italian,Yes,Atlantic Records,Pamela Johnson,Derrick Evans,
SP16139,When this.,Stephen White,Appear street.,Pop,2017-04-04,243.0,42,56840962,English,No,Indie,Kimberly Perkins,Dennis Miller,
SP49945,Personal series new.,Melissa Mitchell,Light within.,Classical,1995-08-13,247.0,43,57032555,English,Yes,Sony Music,Keith Jones,Tammy Jones,
SP34699,Learn serious shake.,Christopher Cline,Under.,Pop,2004-09-04,248.0,18,32733279,English,No,Atlantic Records,Drew Hernandez,Megan Montgomery,
SP15986,Offer.,Michael Lyons,Alone crime.,Classical,1998-08-10,265.0,72,51196967,English,No,Warner Music,Victoria Guzman,Michele Wilson,
SP32714,Animal despite voice.,Mrs. Christina Hernandez,Think build.,Hip-Hop,1996-05-12,321.0,75,4562822,English,No,Universal Music,Kayla Allen,Adrian Murphy,
SP34784,Available most.,Kara Zimmerman,Step say.,Electronic,2024-09-28,255.0,87,43858739,Spanish,Yes,Universal Music,Timothy Williams,Brett Dixon,Lisa Green
SP25131,Part TV.,Denise Larson,Ahead.,Pop,2001-06-19,229.0,64,64484346,Spanish,Yes,Sony Music,David Hill,Ashley Orozco,
SP10358,Professor nor rest.,Patrick Gray,Side.,Country,2006-10-24,251.0,21,11809670,Korean,Yes,Def Jam,Taylor Kim,Kathleen Charles,Dr. Thomas Cortez DDS
SP27601,Citizen.,Kevin Lewis,Goal.,Pop,2020-05-19,192.0,68,4414088,English,No,Atlantic Records,Carla Jackson,Anne Howard,
SP48832,Marriage few.,Paul Guerrero,Community employee.,Electronic,2002-02-14,204.0,28,6868870,English,No,Indie,Duane Morales,Eric Cameron,
SP39311,Visit help wall.,Billy Cole,Stand.,Pop,2016-03-24,247.0,33,59780965,English,Yes,Indie,Joseph Kaufman,Brooke Johnson,
SP12934,Itself.,Robert Frey,Crime tax.,Hip-Hop,2016-05-05,194.0,50,46825907,French,No,Warner Music,Ryan Hernandez,Justin Kennedy,
SP22746,Key activity option.,Whitney Mason,Adult.,Jazz,1997-12-02,302.0,68,43898996,English,Yes,Universal Music,Raymond Fox,Nicholas Hendricks,
SP9769,Already message include.,April Rowe,Teacher.,Country,2001-05-01,198.0,89,17098217,English,Yes,Def Jam,James Woods,Meghan Bradley,
SP46264,Lot act manager simply.,Lisa Washington,Figure its.,Pop,2006-07-05,213.0,8,63559962,English,No,Sony Music,Michael Jackson,Amanda Trujillo,
SP18681,Third side difficult between.,Cynthia Campbell,Operation respond.,Country,2003-04-11,271.0,99,29123264,English,Yes,Warner Music,Jillian Williams,Matthew Coleman,Joshua Fuller
SP28439,Than policy.,Dr. Arthur Lopez Jr.,Thus.,Pop,2011-05-11,267.0,98,40435985,Spanish,Yes,Sony Music,Amanda Brown,Steven Lewis,
SP48536,Mention late order.,Bobby Wade,City.,Pop,2004-06-20,126.0,93,79738828,English,No,Warner Music,Amanda Koch,Caroline Byrd,
SP10080,Particular occur.,Marisa Stanley,Lead.,Pop,2002-03-16,214.0,41,49443882,English,No,Sony Music,Deborah Williams,Chelsea Arellano,
SP22943,Economic if campaign.,Jessica Oliver,It nice.,Electronic,2004-03-16,248.0,53,85567370,English,No,Universal Music,Heather Clark,Sandra Harris,
SP4210,Center school on.,Jeffrey Sellers,Represent.,Pop,1999-08-16,339.0,61,75491982,English,Yes,Warner Music,Jacob Baker,Danielle Farley,
SP4701,Beat near.,Tammy Hickman,Effort then.,Hip-Hop,2007-10-12,193.0,70,23124793,English,No,Indie,Sydney Wright,Stephen Wilkins,
SP21829,News mission.,Melissa Davis MD,Table.,Hip-Hop,2023-12-29,201.0,67,17120557,English,Yes,Universal Music,David Lane,Kathy Fischer,
SP46975,Field buy discussion.,Joseph Bowers,New.,Electronic,2003-06-24,187.0,76,38965112,Japanese,Yes,Universal Music,Lisa Brooks,Heather Mccullough,
SP3627,Of.,Claudia Brown,Attack media.,Pop,2014-12-23,362.0,28,9247786,English,Yes,Sony Music,Edgar Stewart,Brian Powell,John Small
SP24240,Outside wrong.,Jeremiah Douglas,Collection growth.,Folk,1997-02-26,,54,4997814,English,Yes,Sony Music,Joshua Cook,Steven Wright,
SP25496,Magazine he none.,Mr. William Boyd,Account store.,Folk,2020-10-27,170.0,26,78444191,German,Yes,Def Jam,Michele Alexander,Shane Hill,
SP46894,Whole community.,George Vazquez,May.,Hip-Hop,2001-05-10,152.0,74,51415514,,Yes,Universal Music,Nicholas Holder,Samantha Mullins,David Wilson
SP32732,Feel.,Christopher Wright,Citizen.,Hip-Hop,2020-04-29,,49,92175081,English,Yes,Atlantic Records,Samantha Lin,Kendra Oneill,Stacey Wilson
SP25773,Suddenly fast.,Robert Perez,Upon level.,Country,2002-05-23,172.0,14,6994979,English,Yes,Atlantic Records,Marcus Gomez,George Pennington,
SP4683,Think girl.,Wendy Morse,Authority popular.,Electronic,2001-07-19,214.0,37,90521925,English,Yes,Sony Music,Brittany Moreno,Jennifer Conley,
SP5575,Person.,Monique Cameron,Soldier a.,Electronic,2016-12-26,214.0,94,40402024,English,Yes,Indie,Elijah Baxter,Michael Herrera,Jacob Thomas
SP0116,Pass research many much.,Kristen Padilla,Music.,Electronic,2006-03-26,359.0,35,33603124,English,Yes,Sony Music,Michael Buck,William Phillips,
SP14660,Response staff.,Zachary Berry,Agreement.,Electronic,2012-06-30,246.0,38,42290127,English,Yes,Sony Music,Joshua Meza,Jamie Warren,
SP15091,Data idea thought.,Carolyn Travis,Break manager.,Electronic,2000-01-28,258.0,96,7940648,English,Yes,Def Jam,Kelly Macdonald,Megan Dean,
SP38245,North reflect represent.,Arthur Spencer,Commercial.,Hip-Hop,2018-12-11,,56,49499786,English,No,Def Jam,Kevin Johnson,Garrett Schroeder,
SP16464,We.,Annette Moore,Record.,Electronic,2005-11-20,307.0,3,82921596,English,No,Warner Music,Dana Smith,Laurie Bailey,
SP30997,Performance may.,Brianna Collins,Responsibility style.,Pop,2022-01-28,332.0,33,62298539,Italian,Yes,Atlantic Records,Calvin Martinez,Elizabeth Mcdowell,
SP29717,Color local old.,Taylor Marshall,Drug measure.,Pop,2000-04-28,149.0,9,36231676,English,Yes,Warner Music,Michelle Brown,Randall Ward,Christy Cook
SP37378,Anything cover husband.,Jack Ellis,Same.,Electronic,1995-12-28,321.0,22,51641523,English,Yes,Indie,Suzanne Jones,Joseph Morris,
SP5375,Alone people.,Michelle Thornton,Agency newspaper.,Hip-Hop,2021-03-19,255.0,36,87613704,German,No,Atlantic Records,Richard Cohen,Timothy Richardson,
SP4393,Without because.,April Allen,Give benefit.,Pop,2018-03-22,284.0,77,12699321,English,Yes,Atlantic Records,Angela Sandoval,Steven Stevens,
SP45243,Model.,Christine Banks,Son.,Hip-Hop,2010-12-20,159.0,26,95867225,Spanish,Yes,Warner Music,Kathleen Baird,Michelle Soto,
SP8211,Special voice.,Wendy Kaufman,Thought.,Hip-Hop,2022-09-03,162.0,14,40262769,Spanish,No,Def Jam,Dr. Christopher Floyd,Kayla Merritt,Steven Reyes
SP26338,Establish know.,Julia Spencer,Visit hear.,Pop,2010-12-14,309.0,63,25123437,English,Yes,Universal Music,Daniel Chavez,William Tate,
SP37075,Serious where.,Eric Williams,Ok.,Hip-Hop,2007-02-14,275.0,84,69291102,English,No,Atlantic Records,Suzanne Perez,David Bailey,
SP30688,No.,Jessica Carpenter,Drive.,Classical,2018-01-05,257.0,82,23782834,Spanish,No,Universal Music,Lori Gibson,Jennifer Costa,
SP6328,Fly.,Hailey Hall,Election.,Pop,2004-06-09,237.0,32,13279076,English,No,Indie,James Johnson,Nicholas Gonzalez,
SP27315,Ago administration social per.,John Martinez,Lawyer.,Hip-Hop,2019-10-20,242.0,60,2891203,English,No,Sony Music,Robin Weaver,Mr. Nicholas Reyes MD,Tracy Oneill
SP30977,Avoid significant.,Nicole Gardner,Small.,R&B,2004-01-28,182.0,82,18578722,English,No,Sony Music,Alicia Hernandez,William Ramirez,
SP21148,Authority teacher first.,Kevin Brown,Positive investment.,Pop,2010-06-18,267.0,71,84054791,Korean,Yes,Indie,Mr. Ryan Berg,Laura Henson,Shannon Bond
SP8014,Glass.,Casey Burns,Drug else.,Electronic,2006-01-09,278.0,20,71101803,English,No,Atlantic Records,Jordan Sparks,Kathy Jones,Matthew Richmond MD
SP43622,Yes.,Robert Ferguson,Successful finish.,Pop,2011-11-23,300.0,25,84634929,English,Yes,Indie,William Kidd,James Miller,
SP35633,Fact character.,Martin Stewart II,Option.,Hip-Hop,1996-03-11,206.0,77,57933663,Spanish,Yes,Atlantic Records,Brooke Jones,Jason Jackson,
SP18393,Style mean once.,John Middleton,Popular.,Pop,2009-11-24,185.0,35,76520201,,No,Warner Music,Justin Galloway,Mark Hunt DDS,Christopher Wright
SP22279,Any wait agent.,Mr. Hector Mcknight,Herself.,Reggae,2023-03-08,151.0,46,59441338,Italian,Yes,Sony Music,Tara Mccarty,Katherine Mills,
SP10319,Popular machine.,Craig Mosley,Argue especially.,Classical,2010-11-11,272.0,13,19933629,,No,Sony Music,Robert Robbins,Brian Morales,Daniel Huynh
SP16972,Stage business.,Jenny Doyle,Indicate lead.,Pop,2023-08-26,,7,80691807,English,Yes,Universal Music,Mr. Nicholas Olsen,Shelly Rios,Chloe Jenkins
SP27098,Stage every shake.,Brandon Washington,Back.,Hip-Hop,2001-03-14,221.0,66,77052713,English,No,Universal Music,Dorothy Thompson,Cory Wood,
SP23042,Politics imagine watch expect.,Sonya Palmer,Create full.,Hip-Hop,2014-10-01,315.0,6,89052384,English,No,Universal Music,Andres Brown,Donald Kim,Christopher Ho
SP5356,At our national add.,Terri Walsh,Within kind.,Pop,2017-03-15,360.0,44,57319536,English,Yes,Warner Music,Erin Ortiz,Stephanie Carr,Natalie Ross
SP7558,Stay concern culture.,Eric Harris,Morning.,R&B,2015-04-06,174.0,26,31475865,English,Yes,Def Jam,Elijah Graham,Jennifer Lewis,Kayla Rivera
SP10400,American sell learn this.,Cheryl Stark,Marriage cup.,Hip-Hop,1999-02-03,186.0,42,53488777,English,Yes,Universal Music,Reginald Martinez,Richard Newton,
SP40686,Focus theory left.,Christopher Brown,Break.,Classical,1994-10-12,,91,56893189,Spanish,Yes,Warner Music,Lucas Miles,John Davis,Mr. Robert Cooke
SP48309,Red table.,Vanessa Swanson,Common station.,R&B,2001-02-09,251.0,18,28561118,English,No,Atlantic Records,Lisa Wilkins,Daniel Keller,
SP35211,Amount very.,Jennifer Wallace,Easy risk.,Hip-Hop,2021-01-31,146.0,74,75292308,English,Yes,Def Jam,Crystal Wiggins,Phillip Mason,
SP0334,Line well civil.,Sharon Torres,Box.,Hip-Hop,2005-06-20,267.0,27,40976262,English,Yes,Universal Music,Mrs. Sarah Mckenzie,William Watts,
SP47050,Hotel born.,Daniel Molina,Rate.,Electronic,2022-02-09,210.0,42,29984314,German,Yes,Def Jam,Mr. Brandon Miller,Amy Schultz,
SP23708,Safe name care.,Edward Bryan,Information morning.,Pop,2006-05-27,281.0,55,69099609,English,Yes,Warner Music,Barbara Smith,Leslie Brown,
SP31413,Inside door.,Carolyn Mercado,Factor.,Jazz,2009-12-23,261.0,84,76478148,Italian,No,Universal Music,Steven Oliver,Johnny Mendez,
SP4854,Growth.,Anna Rodriguez,Risk.,Electronic,2021-11-19,307.0,69,62240310,Italian,Yes,Warner Music,Kristina Ross,Justin Dickerson,
SP4741,Ago free attention.,Donald Leach,Can practice.,Folk,1996-08-25,244.0,77,70308207,English,No,Sony Music,Peter Daniel,Todd Jones,
SP47871,Change hundred billion.,Jasmine Morris,Shake.,Pop,2015-09-29,262.0,7,25409480,English,Yes,Warner Music,Christina Ellis,Angela Thomas,
SP49800,Tough relationship car.,Marissa Jones,Second that.,Electronic,2004-02-15,254.0,26,1802048,English,Yes,Warner Music,Paul Rogers,Diane Green,
SP26113,Mention even go.,Christopher Singleton,Show set.,Pop,2015-01-16,298.0,81,3052864,English,Yes,Warner Music,Danny Owens,Justin Tran,
SP5614,Too music.,Lawrence Mejia,Assume large.,R&B,1994-10-19,274.0,62,83333708,English,No,Atlantic Records,Dustin Stanley,Cindy Garcia,
SP10833,Edge rate carry.,Tracy Callahan,If project.,Pop,2011-08-14,192.0,59,80531992,French,No,Atlantic Records,Earl Schmidt,Anthony Flynn,Anne Ferrell
SP31525,President indicate win southern.,Kenneth Farley,State several.,Classical,2019-02-21,321.0,12,95322871,English,Yes,Atlantic Records,Shane Jensen,Stephen Stanley,
SP8747,Cultural their.,Alyssa Harris,Turn.,Hip-Hop,2016-02-17,159.0,42,34184067,English,No,Atlantic Records,Tammy Williams,Susan Tate,Joseph Villegas MD
SP15603,Buy shake room.,Donna Silva,Support.,Hip-Hop,2016-06-25,215.0,14,63337441,English,Yes,Warner Music,Aaron Armstrong,Xavier Scott,
SP5998,Point enjoy year.,Katherine Morse,Grow.,Electronic,2009-10-14,330.0,88,93092595,English,No,Indie,Joshua Hancock,Rebecca Jackson,
SP29539,Cold gun present real.,Manuel Johnson,Arrive color.,Pop,2018-09-02,246.0,27,14804601,English,Yes,Indie,Stephanie Walton,Lisa Mahoney,Dr. Sara Malone
SP11242,Then finally view.,Sarah Singh,Trial.,Folk,2022-06-23,189.0,46,69166242,English,No,Def Jam,Lori Payne,Carolyn Ramirez,Lance Lynch
SP45144,Customer picture.,Jesus George,Environmental.,Electronic,2006-06-25,299.0,62,11217197,English,No,Universal Music,Amy Moore,Mark Perez,
SP0278,Most language job.,Rachel Mendez,Resource science.,R&B,2020-03-27,,94,90589092,English,Yes,Def Jam,Patrick Paul,Kyle Sanders,
SP3081,International staff.,Marisa Mckee,Trouble trial.,Hip-Hop,2020-04-05,196.0,17,89514415,,No,Universal Music,Brian George,Theresa Hill,
SP8448,Sea kitchen.,Thomas Smith,Movement.,Electronic,2013-09-01,234.0,22,5545842,English,Yes,Warner Music,Derrick Williams,Duane Ayers,
SP24747,Bar wonder finish.,Jason Anderson,All list.,Jazz,1995-03-05,224.0,41,84961002,English,Yes,Warner Music,Lisa Cruz,Heidi Nichols,
SP25637,Short policy.,David Curry,Finally sure.,Electronic,2006-11-16,257.0,42,33204044,English,Yes,Sony Music,Christopher Cantu,Amanda White,
SP15227,Few.,Timothy Allen,Any.,Folk,2015-02-14,,81,14603435,English,No,Def Jam,Brian Cordova,Victoria Blankenship,William Atkins
SP26067,Production area address.,Maria Woods,Moment training.,Hip-Hop,2003-03-28,242.0,47,83916870,English,Yes,Atlantic Records,Jonathan Spears,Gregory Carlson,Charles Simmons
SP29914,Hard forget.,Margaret Martin,Accept.,Electronic,2012-05-26,249.0,54,51605299,English,No,Warner Music,Ricky Benjamin,Joseph Richard,
SP41366,Heavy.,Justin Flores,Foreign.,Hip-Hop,2013-08-20,,33,38671023,Korean,No,Atlantic Records,Thomas Chavez,Jacob Hernandez,Daryl Brooks
SP17794,Article method state.,Gary Coleman,Involve serve.,R&B,2016-01-04,244.0,81,15789020,English,No,Atlantic Records,Lindsay Brown,Alyssa Watson,
SP23906,Whose return.,Christine Peters,Language.,Electronic,2014-10-28,,78,81932602,English,Yes,Atlantic Records,Amy Robinson,Kathleen Chan,
SP33829,South deal story.,Amber Smith,Alone.,Hip-Hop,2009-02-21,,60,24357699,English,No,Sony Music,Pamela Atkins,Kendra Clark,
SP10860,Its account include.,Nancy Roy,Man.,Folk,2014-05-27,290.0,82,82691651,English,Yes,Def Jam,Jared Olson,Lisa Cain,
SP37201,Medical president no social.,Linda Jones,Politics without.,Classical,1995-02-03,201.0,75,89661794,English,No,Universal Music,Nicholas Gonzalez,Laura Harris,
SP1673,Continue law cause.,Brandy Dunlap,White.,Hip-Hop,2012-09-10,255.0,22,73187223,Korean,Yes,Atlantic Records,William Zuniga,Katie Charles,
SP24734,Week arrive government experience.,Scott Fernandez,Station.,Hip-Hop,2013-02-05,,3,76830421,Spanish,Yes,Indie,Paul Bush,James Taylor,
SP35801,Civil economic.,Heather Moore,Accept form.,Hip-Hop,2018-03-17,137.0,87,71196317,,No,Warner Music,Penny Gonzalez,Lori Tate,
SP22847,Today especially.,Tanya Lewis,Free.,Pop,2023-05-29,,63,92773431,English,No,Atlantic Records,Lisa Murphy,Christopher Weaver,
SP6236,Difference difference.,Stacey Monroe,Party.,Electronic,2018-04-15,306.0,83,45050663,Spanish,No,Sony Music,William Patterson,Kelsey Hernandez,
SP28199,Toward foot.,Kylie Parker,Second.,Hip-Hop,2019-07-19,211.0,1,89459272,English,No,Universal Music,Jenna Ross,Gregory Luna,Elizabeth Daniel
